sample,min,q25,median,q75,max,mean,sd,mean_correlation,corr_z,outlier
GSM329759,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.2856083,0.19803192,0.830789864405084,0.3371274691610377,False
GSM329760,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560796,0.19803314,0.8344658183145176,0.4979410554231611,False
GSM329761,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560784,0.19803214,0.8430351314918715,0.87282660018394,False
GSM329762,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560832,0.19803214,0.8219676537152757,-0.0488216952578086,False
GSM329763,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.2856071,0.19803219,0.842611019670302,0.8542727921974711,False
GSM329764,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560707,0.1980324,0.7991674939582957,-1.0462703978815602,False
GSM329765,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560823,0.19803223,0.8259055743263651,0.12345226450530304,False
GSM329766,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560853,0.19803247,0.8421413013240664,0.8337238153462058,False
GSM329767,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.2856086,0.19803241,0.8128158052784394,-0.4491916684171825,False
GSM329768,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560826,0.19803195,0.8260597552405219,0.13019728534876085,False
GSM329769,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560832,0.19803283,0.854231464115855,1.362637529974355,False
GSM329770,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560826,0.19803154,0.8213432072043635,-0.07613963376377124,False
