sample,hclust_cluster,kmeans_cluster,cluster_consensus
GSM330367,3,3,0.2523704767227173
GSM330368,3,4,0.8416066765785217
GSM330369,3,3,0.9154874086380005
GSM330370,3,3,0.9642850160598755
GSM330371,3,3,0.9590150117874146
GSM330372,3,3,0.9620938301086426
GSM330373,3,3,0.9617636203765869
GSM330374,3,3,0.958945095539093
GSM330375,3,3,0.9654070138931274
GSM330376,3,3,0.9162203669548035
GSM330377,3,3,0.9100939035415649
GSM330378,3,3,0.9625712037086487
GSM330379,3,3,0.9614319801330566
GSM330380,3,3,0.9644871950149536
GSM330381,3,3,0.962068498134613
GSM330382,3,3,0.9639266133308411
GSM330383,2,3,0.5305314064025879
GSM330384,3,3,0.9628390073776245
GSM330385,3,3,0.9633806347846985
GSM330386,3,3,0.962322473526001
GSM330387,4,1,0.9541595578193665
GSM330388,4,1,0.9028121829032898
GSM330389,4,1,0.9506344199180603
GSM330390,4,1,0.9006133079528809
GSM330391,4,1,0.9545361995697021
GSM330392,4,1,0.9024693369865417
GSM330393,4,1,0.947052001953125
GSM330394,4,1,0.953892171382904
GSM330395,4,1,0.9475070238113403
GSM330396,5,1,0.11962123960256577
GSM330397,4,1,0.8895063400268555
GSM330398,5,4,0.6340504884719849
GSM330399,4,1,0.9469984769821167
GSM330400,4,1,0.9474682807922363
GSM330401,4,1,0.8815491795539856
GSM330402,4,1,0.8446296453475952
GSM330403,4,1,0.898362934589386
GSM330404,4,1,0.9483935832977295
GSM330405,4,1,0.9450516104698181
GSM330406,5,1,0.11661399900913239
GSM330407,5,1,0.41775500774383545
GSM330408,4,1,0.9499369263648987
GSM330409,4,1,0.9466234445571899
GSM330410,4,4,0.7865954041481018
GSM330411,5,1,0.17554332315921783
GSM330412,4,1,0.9318742156028748
GSM330413,4,1,0.9470911026000977
GSM330414,4,1,0.9517265558242798
GSM330415,4,1,0.9488722681999207
GSM330416,5,1,0.411188006401062
GSM330417,4,1,0.5331663489341736
GSM330418,5,4,0.517143726348877
GSM330419,4,1,0.9497619867324829
GSM330420,4,1,0.9533560276031494
GSM330421,4,1,0.8969234824180603
GSM330422,4,1,0.9451628923416138
GSM330423,4,1,0.9405356645584106
GSM330424,4,1,0.9492148756980896
GSM330425,4,1,0.951103687286377
GSM330426,4,1,0.9489992260932922
GSM330427,4,1,0.9534755349159241
GSM330428,4,1,0.9478228092193604
GSM330429,4,1,0.944413959980011
GSM330430,4,1,0.9510290026664734
GSM330431,4,1,0.945605993270874
GSM330432,4,1,0.7466034889221191
GSM330433,4,1,0.957148015499115
GSM330434,5,4,0.37081557512283325
GSM330435,4,1,0.9520531892776489
GSM330436,4,1,0.9471014142036438
GSM330437,4,1,0.9507768154144287
GSM330438,4,1,0.9499649405479431
GSM330439,4,1,0.9547410011291504
GSM330440,4,1,0.9500874876976013
GSM330441,4,1,0.9408341646194458
GSM330442,4,1,0.9456773400306702
GSM330443,5,4,0.9394463896751404
GSM330444,4,1,0.9481200575828552
GSM330445,4,1,0.9451389908790588
GSM330446,4,1,0.9472125768661499
GSM330447,4,1,0.9445794224739075
GSM330448,4,1,0.9430027008056641
GSM330449,4,1,0.9491854310035706
GSM330450,4,1,0.9603572487831116
GSM330451,4,1,0.9557337164878845
GSM330452,4,1,0.952045738697052
GSM330453,4,1,0.9488421082496643
GSM330454,4,1,0.9493970274925232
GSM330455,4,1,0.9465097188949585
GSM330456,4,1,0.9461913704872131
GSM330457,4,1,0.9494678378105164
GSM330458,4,1,0.9484674334526062
GSM330459,4,1,0.9465057849884033
GSM330460,4,1,0.9538760185241699
GSM330461,4,1,0.9548459053039551
GSM330462,4,1,0.9478795528411865
GSM330463,4,1,0.952782154083252
GSM330464,4,1,0.8926617503166199
GSM330465,2,1,0.08044524490833282
GSM330466,4,1,0.9490031003952026
GSM330467,4,1,0.8956891298294067
GSM330468,4,1,0.9467980265617371
GSM330469,4,1,0.9467384219169617
GSM330470,4,1,0.9487668871879578
GSM330471,4,1,0.9530271291732788
GSM330472,4,1,0.9467985033988953
GSM330473,4,4,0.8226306438446045
GSM330474,4,1,0.9443524479866028
GSM330475,4,4,0.8030954599380493
GSM330476,4,1,0.9481808543205261
GSM330477,4,1,0.9501182436943054
GSM330478,4,1,0.9474682807922363
GSM330479,4,1,0.9529851675033569
GSM330480,4,1,0.9560223817825317
GSM330481,4,1,0.9412762522697449
GSM330482,4,1,0.9538445472717285
GSM330483,4,1,0.8829664587974548
GSM330484,4,1,0.9550827145576477
GSM330485,4,1,0.9104052186012268
GSM330486,4,1,0.9525982737541199
GSM330487,4,1,0.9497699737548828
GSM330488,4,1,0.9503124356269836
GSM330489,4,1,0.9445691108703613
GSM330490,4,1,0.9457986950874329
GSM330491,4,1,0.9577228426933289
GSM330492,5,4,0.883902907371521
GSM330493,4,1,0.946989119052887
GSM330494,4,1,0.8992363810539246
GSM330495,4,1,0.945943295955658
GSM330496,5,4,0.7760628461837769
GSM330497,4,1,0.9459072947502136
GSM330498,4,1,0.9471712112426758
GSM330499,4,4,0.8549519777297974
GSM330500,4,1,0.9501208066940308
GSM330501,4,1,0.8801575303077698
GSM330502,4,1,0.9464800953865051
GSM330503,4,1,0.9006332159042358
GSM330504,4,1,0.9439608454704285
GSM330505,4,1,0.9474682807922363
GSM330506,4,1,0.8974197506904602
GSM330507,4,1,0.9076076745986938
GSM330508,3,1,0.4332764744758606
GSM330509,4,1,0.9008551836013794
GSM330510,4,1,0.9009203314781189
GSM330511,4,1,0.8976775407791138
GSM330512,4,1,0.954301655292511
GSM330513,4,1,0.9465595483779907
GSM330514,4,1,0.9460819959640503
GSM330515,4,1,0.9075536727905273
GSM330516,4,1,0.9490453600883484
GSM330517,4,1,0.9560194611549377
GSM330518,2,5,0.7303571701049805
GSM330519,4,1,0.8847227692604065
GSM330520,5,4,0.7858831882476807
GSM330521,5,4,0.7422025203704834
GSM330522,4,1,0.9472427368164062
GSM330523,4,1,0.9470478892326355
GSM330524,4,1,0.9538052082061768
GSM330525,4,1,0.954708456993103
GSM330526,5,4,0.9375277757644653
GSM330527,2,1,0.8156856894493103
GSM330528,4,1,0.948398232460022
GSM330529,4,1,0.9021063446998596
GSM330530,4,1,0.9487684369087219
GSM330531,5,1,0.6750625371932983
GSM330532,2,1,0.1831071525812149
GSM330533,4,4,0.9047702550888062
GSM330534,4,1,0.7275062203407288
GSM330535,4,1,0.9464329481124878
GSM330536,5,4,0.9346078634262085
GSM330537,4,1,0.947719395160675
GSM330538,4,1,0.9421547055244446
GSM330539,4,1,0.950178325176239
GSM330540,4,1,0.8933960795402527
GSM330541,4,1,0.9514731764793396
GSM330542,4,1,0.9436157941818237
GSM330543,4,1,0.9525455832481384
GSM330544,4,1,0.9468225240707397
GSM330545,4,1,0.9482189416885376
GSM330546,4,1,0.947506308555603
GSM330547,5,4,0.9338228106498718
GSM330548,5,4,0.932868242263794
GSM330549,4,1,0.9486716985702515
GSM330550,4,1,0.905828058719635
GSM330551,4,1,0.8123812675476074
GSM330552,4,1,0.9493429064750671
GSM330553,5,4,0.9295755624771118
GSM330554,4,1,0.7727872729301453
GSM330555,4,1,0.9588314890861511
GSM330556,5,4,0.5881451964378357
GSM330557,4,1,0.9557804465293884
GSM330558,5,4,0.9340362548828125
GSM330559,4,1,0.9099333882331848
GSM330560,5,4,0.8820939660072327
GSM330561,4,1,0.9468303918838501
GSM330562,4,1,0.9493885636329651
GSM330563,4,1,0.9506864547729492
GSM330564,5,1,0.700302004814148
GSM330565,4,1,0.9481958746910095
GSM330566,2,5,0.7142031192779541
GSM330567,4,1,0.7469061613082886
GSM330568,4,1,0.9546198844909668
GSM330569,4,1,0.9521728157997131
GSM330570,4,1,0.9490031003952026
GSM330571,4,1,0.9025420546531677
GSM330572,4,1,0.8966542482376099
GSM330573,4,1,0.9453094005584717
GSM330574,4,1,0.9503248929977417
GSM330575,4,1,0.9452982544898987
GSM330576,5,4,0.8923746943473816
GSM330577,4,1,0.9476748704910278
GSM330578,4,1,0.9478093385696411
GSM330579,5,1,0.12108258903026581
GSM330580,2,5,0.48650890588760376
GSM330581,4,1,0.9504676461219788
GSM330582,4,1,0.9083682298660278
GSM330583,4,1,0.9471628069877625
GSM330584,2,1,0.15840865671634674
GSM330585,4,1,0.9463757276535034
GSM330586,4,1,0.9034281373023987
GSM330587,4,1,0.95050448179245
GSM330588,4,1,0.9481707215309143
GSM330589,5,4,0.9358946084976196
GSM330590,5,4,0.8238053321838379
GSM330591,5,4,0.9357829093933105
GSM330592,4,1,0.9552565813064575
GSM330593,4,1,0.6909839510917664
GSM330594,4,1,0.949296772480011
GSM330595,4,1,0.951924741268158
GSM330596,5,4,0.789621114730835
GSM330597,1,2,0.8260149955749512
GSM330598,4,1,0.9507758617401123
GSM330599,4,1,0.947138249874115
GSM330600,4,1,0.9492530226707458
GSM330601,5,4,0.8800604939460754
GSM330602,4,1,0.9507371187210083
GSM330603,5,4,0.8206306099891663
GSM330604,4,1,0.7973763942718506
GSM330605,4,1,0.5586767196655273
GSM330606,4,1,0.9112018346786499
GSM330607,4,1,0.7561095952987671
GSM330608,4,1,0.944665789604187
GSM330609,4,1,0.9446424841880798
GSM330610,4,1,0.9494039416313171
GSM330611,5,1,0.33039772510528564
GSM330612,4,1,0.9525840878486633
GSM330613,4,1,0.9511224627494812
GSM330614,4,1,0.9426468014717102
GSM330615,5,1,0.4819324016571045
GSM330616,4,1,0.9506016373634338
GSM330617,4,1,0.9474783539772034
GSM330618,4,1,0.9547410011291504
GSM330619,4,1,0.8293626308441162
GSM330620,5,4,0.9294705390930176
GSM330621,4,1,0.8964744210243225
GSM330622,4,1,0.9558458924293518
GSM330623,4,1,0.9418325424194336
GSM330624,5,1,0.562445878982544
GSM330625,4,1,0.8887397050857544
GSM330626,5,4,0.8707413077354431
GSM330627,4,1,0.8989899158477783
GSM330628,4,1,0.945715069770813
GSM330629,3,1,0.357468843460083
GSM330630,4,1,0.9539843201637268
GSM330631,4,1,0.9056521654129028
GSM330632,5,1,0.34842449426651
GSM330633,5,4,0.8708382248878479
GSM330634,4,1,0.9482189416885376
GSM330635,5,4,0.9366125464439392
GSM330636,4,1,0.9504785537719727
GSM330637,4,1,0.8971652984619141
GSM330638,5,4,0.9341158866882324
GSM330639,3,1,0.4260234236717224
GSM330640,5,1,0.21422196924686432
GSM330641,5,4,0.7901522517204285
GSM330642,4,1,0.9532775282859802
GSM330643,4,1,0.9574536681175232
GSM330644,4,1,0.9468622207641602
GSM330645,4,1,0.9553945064544678
GSM330646,4,1,0.7097209095954895
GSM330647,5,4,0.9319257140159607
GSM330648,5,4,0.9302343130111694
GSM330649,4,1,0.9543396234512329
GSM330650,4,1,0.9150896668434143
GSM330651,4,1,0.9557415246963501
GSM330652,4,1,0.9445801377296448
GSM330653,4,1,0.9516725540161133
GSM330654,5,4,0.8852173686027527
GSM330655,5,4,0.9302808046340942
GSM330656,5,4,0.3223837912082672
GSM330657,4,1,0.9475255608558655
GSM330658,4,1,0.8918629288673401
GSM330659,4,4,0.5413183569908142
GSM330660,5,4,0.8831718564033508
GSM330661,5,4,0.8944435715675354
GSM330662,4,4,0.5987342000007629
GSM330663,5,4,0.8780081272125244
GSM330664,4,1,0.8940169215202332
GSM330665,4,1,0.8855276703834534
GSM330666,4,1,0.945705771446228
GSM330667,4,1,0.6713329553604126
GSM330668,4,1,0.8906485438346863
GSM330669,5,4,0.9324080348014832
GSM330670,4,1,0.8944715857505798
GSM330671,4,1,0.895512044429779
GSM330672,4,1,0.818051815032959
GSM330673,4,1,0.9470796585083008
GSM330674,4,1,0.9563350081443787
GSM330675,5,1,0.43152114748954773
GSM330676,4,1,0.9571549296379089
GSM330677,4,1,0.9484497904777527
GSM330678,4,1,0.8301284313201904
GSM330679,4,1,0.9429598450660706
GSM330680,4,1,0.9475836157798767
GSM330681,5,4,0.9313074946403503
GSM330682,4,1,0.9029258489608765
GSM330683,4,1,0.943921685218811
GSM330684,4,1,0.8867716789245605
GSM330685,2,5,0.802568793296814
GSM330686,4,1,0.8251672983169556
GSM330687,4,1,0.9534527659416199
GSM330688,4,1,0.8454455137252808
GSM330689,4,1,0.9492119550704956
GSM330690,4,1,0.9465060234069824
GSM330691,4,1,0.9462903738021851
GSM330692,5,4,0.9396231174468994
GSM330693,4,1,0.9478284120559692
GSM330694,5,4,0.9266544580459595
GSM330695,4,1,0.8979474306106567
GSM330696,4,1,0.9509317278862
GSM330697,4,1,0.942582905292511
GSM330698,4,1,0.9483917355537415
GSM330699,4,1,0.9538520574569702
GSM330700,5,1,0.7766079902648926
GSM330701,4,1,0.837479293346405
GSM330702,5,4,0.9270004034042358
GSM330703,4,1,0.8119124174118042
GSM330704,4,1,0.9458246231079102
GSM330705,5,4,0.7567311525344849
GSM330706,4,4,0.9058287739753723
GSM330707,2,1,0.47858983278274536
GSM330708,4,1,0.9542061686515808
GSM330709,5,4,0.10536959767341614
GSM330710,5,4,0.9324904084205627
GSM330711,4,1,0.9506411552429199
GSM330712,4,1,0.9397068023681641
GSM330713,2,1,0.15084493160247803
GSM330714,4,1,0.9561180472373962
GSM330715,4,1,0.9508175849914551
GSM330716,4,1,0.9547410011291504
GSM330717,4,1,0.9456931948661804
GSM330718,4,1,0.8847026824951172
GSM330719,4,1,0.9539187550544739
GSM330720,5,4,0.9356527328491211
GSM330721,4,1,0.9566534161567688
GSM330722,4,1,0.9093363881111145
GSM330723,5,4,0.9347512722015381
GSM330724,4,4,0.46615609526634216
GSM330725,4,1,0.9487717151641846
GSM330726,4,1,0.9506950378417969
GSM330727,4,1,0.9447037577629089
GSM330728,4,1,0.9439975023269653
GSM330729,4,1,0.9469268918037415
GSM330730,5,4,0.9326164722442627
GSM330731,4,1,0.9464268088340759
GSM330732,4,1,0.9150896668434143
GSM330733,4,1,0.9467021822929382
GSM330734,4,1,0.9508673548698425
GSM330735,5,4,0.9429799318313599
GSM330736,4,1,0.9529832005500793
GSM330737,4,1,0.9507569074630737
GSM330738,2,5,0.8114635944366455
GSM330739,4,1,0.9494441747665405
GSM330740,5,1,0.46642521023750305
GSM330741,2,1,0.7637297511100769
GSM330742,5,4,0.5452832579612732
GSM330743,5,4,0.9306213855743408
GSM330744,4,1,0.8776631355285645
GSM330745,4,1,0.9451655745506287
GSM330746,4,1,0.9506392478942871
GSM330747,5,4,0.7196417450904846
GSM330748,4,1,0.8338320255279541
GSM330749,4,4,0.44542422890663147
GSM330750,4,1,0.9458334445953369
GSM330751,4,1,0.9109645485877991
GSM330752,4,1,0.8926205635070801
GSM330753,4,1,0.8958751559257507
GSM330754,5,4,0.8443483710289001
GSM330755,4,1,0.9489995837211609
GSM330756,4,4,0.9029807448387146
GSM330757,5,4,0.9313625693321228
GSM330758,5,1,0.17968341708183289
GSM330759,4,1,0.9543538689613342
GSM330760,5,1,0.5063483119010925
GSM330761,5,4,0.8446715474128723
GSM330762,4,1,0.9021888971328735
GSM330763,4,1,0.6570954918861389
GSM330764,4,1,0.7604689598083496
GSM330765,4,1,0.9549407362937927
GSM330766,5,4,0.9334414601325989
GSM330767,4,1,0.5083686113357544
GSM330768,5,4,0.8891659379005432
GSM330769,1,1,0.7183454036712646
GSM330770,5,1,0.06244255229830742
GSM330771,4,1,0.8501381874084473
GSM330772,4,1,0.87937992811203
GSM330773,4,1,0.9520778656005859
GSM330774,4,1,0.6840173006057739
GSM330775,4,1,0.9466774463653564
GSM330776,4,1,0.9454948306083679
GSM330777,4,1,0.8927793502807617
GSM330778,4,1,0.9548368453979492
GSM330779,4,1,0.9505065679550171
GSM330780,4,4,0.7961236834526062
GSM330781,5,4,0.7902095913887024
GSM330782,4,1,0.9138317108154297
GSM330783,4,1,0.8123638033866882
GSM330784,5,4,0.8327629566192627
GSM330785,4,1,0.9460684657096863
GSM330786,4,1,0.8695437908172607
GSM330787,2,1,0.1376170814037323
GSM330788,5,4,0.7854779958724976
GSM330789,5,4,0.8910253047943115
GSM330790,4,1,0.8584104776382446
GSM330791,4,1,0.9083803296089172
GSM330792,4,1,0.9503029584884644
GSM330793,4,1,0.9574536681175232
GSM330794,4,1,0.9105613827705383
GSM330795,4,1,0.9433934688568115
GSM330796,4,1,0.947138249874115
GSM330797,4,1,0.9416811466217041
GSM330798,5,4,0.9329854846000671
GSM330799,5,4,0.8066183924674988
GSM330800,2,5,0.6995651721954346
GSM330801,5,4,0.9289904236793518
GSM330802,4,1,0.9501333236694336
GSM330803,5,4,0.9356898665428162
GSM330804,5,4,0.6438664793968201
GSM330805,4,4,0.5117830634117126
GSM330806,4,1,0.9100900888442993
GSM330807,5,4,0.9333144426345825
GSM330808,4,1,0.9531736969947815
GSM330809,3,3,0.9636482000350952
GSM330810,4,1,0.9096037149429321
GSM330811,4,1,0.9415732622146606
GSM330812,2,1,0.12612631916999817
GSM330813,5,4,0.9372715950012207
GSM330814,5,4,0.9272661805152893
GSM330815,4,1,0.9428883790969849
GSM330816,4,4,0.9544659852981567
GSM330817,4,1,0.9508175849914551
GSM330818,4,1,0.947120189666748
GSM330819,4,1,0.95013427734375
GSM330820,4,1,0.8286275267601013
GSM330821,4,1,0.9597550630569458
GSM330822,5,1,0.1658974587917328
GSM330823,4,1,0.897249162197113
GSM330824,4,1,0.9480467438697815
GSM330825,4,1,0.9468775987625122
GSM330826,4,1,0.9447317719459534
GSM330827,4,4,0.837870180606842
GSM330828,4,1,0.9478990435600281
GSM330829,2,1,0.17766937613487244
GSM330830,4,1,0.9547739028930664
GSM330831,4,1,0.9422894716262817
GSM330832,4,1,0.7498944401741028
GSM330833,4,1,0.8813636898994446
GSM330834,4,1,0.89182049036026
GSM330835,5,4,0.9350073933601379
GSM330836,5,4,0.8889456391334534
GSM330837,4,1,0.948615312576294
GSM330838,3,3,0.47649824619293213
GSM330839,4,1,0.5669228434562683
GSM330840,4,1,0.9500298500061035
GSM330841,4,1,0.9446780681610107
GSM330842,4,1,0.9500298500061035
GSM330843,4,1,0.8394617438316345
GSM330844,4,1,0.8731755018234253
GSM330845,5,4,0.934856116771698
GSM330846,5,4,0.8989199995994568
GSM330847,5,4,0.8747014403343201
GSM330848,5,4,0.5256397128105164
GSM330849,4,1,0.8501300811767578
GSM330850,4,1,0.8406842947006226
GSM330851,4,1,0.9488399028778076
GSM330852,4,4,0.48532170057296753
GSM330853,5,1,0.6147230863571167
GSM330854,4,1,0.9080922603607178
GSM330855,5,4,0.9319425821304321
GSM330856,4,1,0.9500324726104736
GSM330857,4,1,0.4781422019004822
GSM330858,5,4,0.7564329504966736
GSM330859,4,1,0.9468960762023926
GSM330860,4,1,0.9428838491439819
GSM330861,4,1,0.897578775882721
GSM330862,4,1,0.9487684369087219
GSM330863,4,1,0.9067299365997314
GSM330864,4,1,0.889001727104187
GSM330865,3,3,0.9125633835792542
GSM330866,4,1,0.938361644744873
GSM330867,4,4,0.9484314322471619
GSM330868,5,4,0.8408545255661011
GSM330869,5,4,0.933795154094696
GSM330870,4,1,0.9422181248664856
GSM330871,4,1,0.9467975497245789
GSM330872,4,1,0.628413200378418
GSM330873,5,4,0.8408891558647156
GSM330874,4,1,0.9580847024917603
GSM330875,4,1,0.9446680545806885
GSM330876,4,1,0.9514994621276855
GSM330877,5,4,0.7545830607414246
GSM330878,4,1,0.8754507899284363
GSM330879,4,1,0.9579930901527405
GSM330880,5,4,0.9328993558883667
GSM330881,4,1,0.9020609855651855
GSM330882,5,4,0.8312593102455139
GSM330883,5,1,0.33746346831321716
GSM330884,5,4,0.9340242743492126
GSM330885,5,4,0.8252559304237366
GSM330886,5,4,0.927680253982544
GSM330887,5,4,0.9347468018531799
GSM330888,5,4,0.9376074075698853
GSM330889,4,1,0.9549166560173035
GSM330890,4,1,0.846339762210846
GSM330891,5,4,0.8177012801170349
GSM330892,4,1,0.9446357488632202
GSM330893,5,4,0.9309661984443665
GSM330894,5,4,0.9461582899093628
GSM330895,5,1,0.44758835434913635
GSM330896,5,4,0.9344168305397034
GSM330897,5,4,0.8387822508811951
GSM330898,5,1,0.45575276017189026
GSM330899,5,4,0.9304091930389404
GSM330900,5,4,0.6950974464416504
GSM330901,5,4,0.8434260487556458
GSM330902,5,4,0.8288964629173279
GSM330903,5,4,0.8312270045280457
GSM330904,5,4,0.9325078725814819
GSM330905,5,4,0.5453988909721375
GSM330906,4,1,0.6015488505363464
GSM330907,5,4,0.888856828212738
GSM330908,5,1,0.5733919143676758
GSM330909,4,1,0.8913972973823547
GSM330910,4,4,0.46938973665237427
GSM330911,4,1,0.8983966708183289
GSM330912,5,4,0.9337137937545776
GSM330913,4,1,0.6420937776565552
GSM330914,5,4,0.9406448602676392
GSM330915,5,4,0.9405117630958557
GSM330916,4,1,0.9454628229141235
GSM330917,5,1,0.6192165017127991
GSM330918,5,1,0.47286495566368103
GSM330919,5,4,0.9333658218383789
GSM330920,4,1,0.9518847465515137
GSM330921,5,1,0.4736771881580353
GSM330922,5,1,0.5446986556053162
GSM330923,5,4,0.9353154301643372
GSM330924,4,1,0.7299240827560425
GSM330925,5,4,0.892058253288269
GSM330926,5,1,0.3891724944114685
GSM330927,5,4,0.7253758907318115
GSM330928,5,4,0.7305492758750916
GSM330929,1,2,0.992441713809967
GSM330930,1,2,0.9957129955291748
GSM330931,1,2,0.9927211999893188
GSM330932,1,2,0.9936113357543945
GSM330933,1,2,0.9939936995506287
GSM330934,1,2,0.9950759410858154
GSM330935,1,2,0.9919236302375793
GSM330936,1,2,0.9922747611999512
GSM330937,1,2,0.9919170141220093
GSM330938,1,2,0.9921824932098389
GSM330939,1,2,0.9946689009666443
GSM330940,1,2,0.9915771484375
GSM330941,1,2,0.9936169981956482
GSM330942,1,2,0.9958229660987854
GSM330943,1,2,0.9944807291030884
GSM330944,1,2,0.991965651512146
GSM330945,1,2,0.9923569560050964
GSM330946,1,2,0.9957234859466553
GSM330947,1,2,0.9923738837242126
GSM330948,1,2,0.9926838278770447
GSM330949,1,2,0.9935800433158875
GSM330950,1,2,0.9923763871192932
GSM330951,1,2,0.99439537525177
GSM330952,1,2,0.9928836226463318
GSM330953,1,2,0.992082953453064
GSM330954,1,2,0.9930517673492432
GSM330955,1,2,0.9923661947250366
GSM330956,1,2,0.9974634647369385
GSM330957,1,2,0.993586003780365
GSM330958,1,2,0.9929615259170532
GSM330959,1,2,0.9957939386367798
GSM330960,1,2,0.992135763168335
GSM330961,1,2,0.9937779307365417
GSM330962,1,2,0.9921360015869141
GSM330963,1,2,0.9941913485527039
GSM330964,1,2,0.9940000772476196
GSM330965,1,2,0.9940611720085144
GSM330966,1,2,0.9908263683319092
GSM330967,1,2,0.9937953352928162
GSM330968,1,2,0.9942417144775391
GSM330969,1,2,0.9942750930786133
GSM330970,1,2,0.9939975738525391
GSM330971,1,2,0.992824375629425
GSM330972,1,2,0.9930517673492432
GSM330973,1,2,0.9920289516448975
GSM330974,1,4,0.4036425054073334
GSM330975,1,2,0.993118405342102
GSM330976,1,2,0.99397873878479
GSM330977,1,2,0.9925566911697388
GSM330978,1,2,0.993351936340332
GSM330979,1,2,0.9920580983161926
GSM330980,1,2,0.9955158829689026
GSM330981,1,2,0.9934605360031128
GSM330982,1,2,0.9929615259170532
GSM330983,1,2,0.9929072856903076
GSM330984,1,2,0.9980944991111755
GSM330985,1,2,0.9941743612289429
GSM330986,1,2,0.993922233581543
GSM330987,1,2,0.9927057027816772
GSM330988,1,2,0.994544506072998
GSM330989,1,2,0.993092954158783
GSM330990,1,2,0.9913020133972168
GSM330991,1,2,0.9918970465660095
GSM330992,1,2,0.9928690791130066
GSM330993,1,2,0.9924107193946838
GSM330994,1,2,0.9928570985794067
GSM330995,1,2,0.991932213306427
GSM330996,1,2,0.9939633011817932
GSM330997,1,2,0.9946476221084595
GSM330998,1,2,0.9934526085853577
GSM330999,1,2,0.9925981760025024
GSM331000,1,2,0.9932981133460999
GSM331001,1,2,0.9917078018188477
GSM331002,1,2,0.9928168654441833
GSM331003,1,2,0.9939101934432983
GSM331004,1,2,0.9941763281822205
GSM331005,1,2,0.9927204847335815
GSM331006,1,2,0.995918869972229
GSM331007,1,2,0.9944900870323181
GSM331008,1,2,0.9956679344177246
GSM331009,1,2,0.9931450486183167
GSM331010,1,2,0.994112491607666
GSM331011,1,2,0.9926178455352783
GSM331012,1,2,0.9924472570419312
GSM331013,1,2,0.9941762685775757
GSM331014,1,2,0.994544506072998
GSM331015,1,2,0.9935990571975708
GSM331016,1,2,0.9926947951316833
GSM331017,1,2,0.9959664344787598
GSM331018,1,2,0.9928786754608154
GSM331019,1,2,0.9929970502853394
GSM331020,1,2,0.9929570555686951
GSM331021,1,2,0.9927560091018677
GSM331022,1,2,0.9939978718757629
GSM331023,1,2,0.9931355118751526
GSM331024,1,2,0.9921895265579224
GSM331025,1,2,0.9925182461738586
GSM331026,1,2,0.9917992949485779
GSM331027,1,2,0.9942405819892883
GSM331028,1,2,0.9916653633117676
GSM331029,1,2,0.9924915432929993
GSM331030,1,2,0.994135320186615
GSM331031,1,2,0.9916778802871704
GSM331032,1,2,0.9918215870857239
GSM331033,1,2,0.9926178455352783
GSM331034,1,2,0.994276762008667
GSM331035,1,2,0.7893413305282593
GSM331036,1,2,0.9936999082565308
GSM331037,1,2,0.9922505021095276
GSM331038,1,2,0.9936333298683167
GSM331039,1,2,0.9923756122589111
GSM331040,1,2,0.9947709441184998
GSM331041,1,2,0.9981440305709839
GSM331042,1,2,0.9934222102165222
GSM331043,1,2,0.993854820728302
GSM331044,1,2,0.9946348667144775
GSM331045,1,2,0.9935044646263123
GSM331046,1,2,0.9921787977218628
GSM331047,1,2,0.9945634007453918
GSM331048,1,2,0.9931079149246216
GSM331049,1,2,0.9940543174743652
GSM331050,1,2,0.9942019581794739
GSM331051,1,2,0.9956068396568298
GSM331052,1,2,0.8598108291625977
GSM331053,1,2,0.9941903948783875
GSM331054,1,2,0.992896556854248
GSM331055,1,2,0.9260584115982056
GSM331056,1,2,0.9933427572250366
GSM331057,1,2,0.9949506521224976
GSM331058,1,2,0.9931738376617432
GSM331059,1,2,0.9946886897087097
GSM331060,1,2,0.9929502606391907
GSM331061,1,2,0.8897428512573242
GSM331062,1,2,0.9912181496620178
GSM331063,1,2,0.9920190572738647
GSM331064,1,2,0.9914464950561523
GSM331065,1,2,0.993435800075531
GSM331066,1,2,0.9931014180183411
GSM331067,1,2,0.9929879307746887
GSM331068,1,2,0.9931450486183167
GSM331069,1,2,0.8684409856796265
GSM331070,1,2,0.9929333925247192
GSM331071,1,2,0.990904688835144
GSM331072,1,2,0.994589626789093
GSM331073,1,2,0.9916201233863831
GSM331074,1,2,0.9947049021720886
GSM331075,1,2,0.9917920827865601
GSM331076,1,2,0.9930525422096252
GSM331077,1,2,0.993351936340332
GSM331078,1,2,0.9944104552268982
GSM331079,1,2,0.9921023845672607
GSM331080,1,2,0.995676577091217
GSM331081,1,2,0.9932090640068054
GSM331082,1,2,0.9921744465827942
GSM331083,1,2,0.99612957239151
GSM331084,1,2,0.9929888248443604
GSM331085,1,2,0.9928090572357178
GSM331086,1,2,0.9920220375061035
GSM331087,1,2,0.9931079149246216
GSM331088,1,2,0.994692862033844
GSM331089,1,2,0.9936909675598145
GSM331090,1,2,0.993351936340332
GSM331091,1,2,0.9924345016479492
GSM331092,1,2,0.8440003991127014
GSM331093,1,2,0.9938125014305115
GSM331094,1,2,0.9922968745231628
GSM331095,1,2,0.9921504855155945
GSM331096,1,2,0.9904153347015381
GSM331097,1,2,0.9928579926490784
GSM331098,1,2,0.9935564398765564
GSM331099,1,2,0.9928017258644104
GSM331100,1,2,0.9942750930786133
GSM331101,1,2,0.9925112724304199
GSM331102,1,2,0.992057204246521
GSM331103,1,2,0.9943581819534302
GSM331104,1,2,0.994139552116394
GSM331105,1,2,0.9944388270378113
GSM331106,1,2,0.9938726425170898
