sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,hclust_cluster,kmeans_cluster,cluster_consensus
GSM329433,-9.308008518506886,21.80913233718567,19.577425107628898,-10.133797303290148,11.488126893511353,-6.277294693531765,1.3305136173710008,-10.132325859383444,18.856153418098305,-11.397995542472945,3,3,0.9618070721626282
GSM329434,-20.386817533761878,24.902903366764434,22.95888860155716,-14.243635977039949,20.949374999470702,5.602654488729199,-10.542279365237667,-11.480371232836315,20.079867314849203,-1.856262747387882,3,3,0.9650825262069702
GSM329435,-13.776838278374383,25.19419822587675,12.251046800199216,0.9638543928779497,-0.8598316064429622,-18.058050391188704,4.627963441924375,-19.506620517565736,18.271068160540725,-10.022208303596111,3,3,0.9650418758392334
GSM329436,-13.10731443172882,35.93058023724417,5.697243235549401,-10.383240430247305,9.313987151927599,-15.714160530375462,-2.508611657023013,-21.03256904054231,19.33324997917762,-9.231397542900197,3,3,0.9618656635284424
GSM329437,-13.92397824465831,40.40684700841451,2.030494208725166,-3.0298417241848536,4.590790961672834,-24.276569195433172,1.3521671429353046,-13.260593818230463,18.986269179515723,-2.8964768639340845,3,3,0.9619256258010864
GSM329438,1.4848891663226027,16.352197560839176,16.455238049802414,-3.081114241361623,5.65637153726054,-28.278520938437637,5.076289059952982,-15.13989705886721,11.271158035050945,-6.113595400022349,3,3,0.966605544090271
GSM329439,-14.2066797770458,22.208604599578525,29.41777059576033,-2.08169689336509,5.040304505903416,-3.3760228012009157,-8.61894599182982,-7.868952437156502,20.12411978089095,-3.013437469178467,3,3,0.964577853679657
GSM329440,-4.421560425677361,17.163736326253733,14.24972301917794,6.741148490144993,0.6940964542907379,-7.166537362480907,-1.2145396014678065,-11.993038501101635,21.35720642965881,-8.967747271346292,3,3,0.9620301127433776
GSM329441,-19.82717866504176,13.943900354507017,23.40143910568258,-5.097058342981045,12.128525432828239,2.256030084546651,1.760406141085652,-4.549122334125653,15.24883983541302,1.1802127069775352,3,3,0.9638952612876892
GSM329442,-3.119858882583947,33.01290715452145,-1.229197009913941,5.037010954423468,0.7182088201885158,-9.749113244951616,-11.56870983554438,-9.936866224412398,22.257889984047537,-10.032666612254992,3,3,0.9596294164657592
GSM329443,5.9134059133926264,14.19471723025899,-36.669463962858174,9.544737196062895,6.442017777120161,-2.5515490297327337,6.488400331063983,5.926500827682456,22.061885552198927,9.715230260803969,3,3,0.798367977142334
GSM329444,1.2170231676120933,5.454323149528966,30.869155328731335,10.690984364822361,16.060860386367082,9.227898466345255,1.533779535091518,-15.380694526897255,9.477044944332025,-7.0021056140715645,3,3,0.910459578037262
GSM329445,-23.296324369286197,46.60838866768688,-22.239166766797123,-7.634050399005357,4.751672754034102,-3.1168255532782023,-8.693280171577848,-7.482896715235596,28.51764326941222,6.772906952513685,3,3,0.9642205238342284
